DNI,Nombre,Asignatura,Nota,horas_estudio,Edad,Sexo,Ciudad,Correo,Telefono
8202,Amando Mariño,Programacion,5,4.036899122991241,18.0,Masculino,Teruel,baldomero55@example.org,+34 981729668
7879,Federico Hierro,Matematicas,2,2.6055086022481118,24.0,Femenino,Burgos,manuelitanicolau@example.com,+34848 563 423
7390,Javier Montoya,Fisica,3,3.8768456694709115,18.0,Masculino,Murcia,aristidesrozas@example.com,+34846 974 145
9838,Pascuala Andres,Fisica,6,5.0,19.0,Masculino,Albacete,fermincordero@example.com,+34 806717808
3330,Maristela Lobo,Programacion,6,5.0,24.0,Femenino,Navarra,gema66@example.com,+34841 35 32 17
9280,Fulgencio Salvà,Fisica,5,5.0,21.0,Femenino,Ourense,kmoles@example.net,+34 823 34 30 40
6133,Zaida Cuenca,Fisica,6,5.946123916461727,22.0,Masculino,León,cramon@example.org,+34820 353 462
2910,Edmundo Tovar,Programacion,2,4.934210458091966,19.0,Femenino,Salamanca,andradealexandra@example.org,+34948 97 71 50
2675,Guadalupe Bonilla,Programacion,8,3.0,25.0,Femenino,Málaga,fausto56@example.net,+34 960 57 67 58
3868,Fernanda Arregui,Programacion,8,3.1006100830911802,21.0,Masculino,Guipúzcoa,kizaguirre@example.net,+34985313015
5636,María Del Carmen Cámara,Matematicas,2,7.126633086670305,25.0,Femenino,Valencia,rico31@example.org,+34 984197916
8865,Godofredo Leon,Programacion,9,3.5055485868972696,20.0,Masculino,Cuenca,enicolau@example.net,+34880 006 771
9947,Ambrosio Llanos,Fisica,5,8.892000014402592,21.0,Masculino,Ávila,sevillanoisaura@example.org,+34881 57 61 50
4283,Luz Espada,Matematicas,2,6.895841479849134,23.0,Femenino,Zamora,mamenpalomino@example.com,+34880926325
9737,Etelvina Perea,Fisica,6,5.0,23.0,Masculino,Álava,tpiquer@example.net,+34 886 376 565
1902,Cipriano Santiago,Fisica,7,5.0,25.0,Femenino,León,amadasobrino@example.org,+34 978 68 57 66
5179,César Alberdi,Fisica,7,4.381951335123035,22.0,Femenino,Almería,dsanjuan@example.com,+34 879 93 56 91
2051,Francisco Pavón,Fisica,5,5.0,23.0,Masculino,Navarra,maria-fernanda54@example.com,+34 709475820
5276,Ricardo Díez,Programacion,7,3.6457441009789124,19.0,Masculino,Murcia,gracieladuque@example.com,+34982 389 579
1781,Bernardino Amat,Fisica,7,3.1189981949609056,18.0,Masculino,Soria,lumbrerassandra@example.org,+34942 731 767
8135,Leocadio Batalla,Programacion,5,4.705011277035689,19.0,Masculino,Jaén,catalinaramos@example.com,+34982 31 28 07
5162,Paulino Hoyos,Programacion,5,8.474707243874839,25.0,Femenino,Córdoba,chus86@example.org,+34924997366
2328,Chelo Seco,Matematicas,5,3.0,21.0,Masculino,Granada,bautistapascual@example.org,
1627,Roxana Ferrán,Matematicas,7,3.0,23.0,Masculino,León,fontjonatan@example.com,+34983542862
3054,Manuela Oliva,Matematicas,5,3.0,19.0,Masculino,Tarragona,,
2089,Néstor Guardiola,Fisica,6,1.3555126487500226,24.0,Masculino,Badajoz,palomamarti@example.com,+34941 531 521
4100,Marcelino Aramburu,Programacion,5,0.051265404600482234,18.0,Femenino,Alicante,aripoll@example.com,+34 859629363
1574,Lara Barrera,Programacion,1,8.371094888473605,23.0,Masculino,Ourense,doratamarit@example.net,+34 844613795
8024,Bienvenida Costa,Matematicas,2,5.0,23.0,Masculino,Salamanca,santiagofeliu@example.org,+34 926 547 404
2586,Cristian Bernal,Fisica,8,3.0943919311554158,25.0,Femenino,Tarragona,rsoto@example.org,+34 876960690
1278,Yolanda Diéguez,Fisica,6,5.0,25.0,Femenino,Valladolid,luciaespinosa@example.net,+34887 65 74 96
2677,Ariel Aparicio,Matematicas,6,7.22619240042807,24.0,,Guipúzcoa,martin66@example.net,+34 975720270
4536,Paz Mariscal,Fisica,5,3.7297732352570505,19.0,Femenino,Segovia,tvillena@example.com,+34 920 191 264
9012,David Álvaro,Matematicas,5,3.252568849004341,18.0,Femenino,Guipúzcoa,dnogueira@example.net,+34923 08 73 41
8831,Ildefonso Barreda,Fisica,6,4.079904420748824,24.0,Masculino,Huelva,ppla@example.net,+34941 127 332
5452,Aitor Roura,Fisica,3,7.894940570090029,19.0,Masculino,Ourense,mascaroramiro@example.org,+34731467057
3959,Florinda Ramirez,Programacion,5,3.2143572086680017,22.0,Masculino,Ourense,salvadorgarcia@example.net,+34 826 239 633
5014,Víctor Roldán,Fisica,6,5.0,21.0,Masculino,León,salud64@example.org,+34 923 677 426
4828,Zaira Toledo,Programacion,6,5.0,25.0,Masculino,Zaragoza,villegasjose@example.net,+34 886 615 228
7124,Susana Menendez,Matematicas,6,3.2275993729728816,19.0,Femenino,Melilla,amayagascon@example.org,+34 944 16 72 98
2684,Telmo Cortés,Programacion,5,5.845400754003159,19.0,Masculino,Vizcaya,acostaaura@example.com,+34917 47 92 52
7315,Constanza Plana,Matematicas,3,5.0,20.0,Femenino,Cáceres,carpioroman@example.net,+34 923 321 754
8248,Guadalupe Torres,Fisica,8,5.600660740603362,22.0,Femenino,Huesca,qjorda@example.net,+34 826 116 312
1777,Margarita Marin,Fisica,1,5.266956721366286,19.0,Femenino,Guadalajara,germanreyes@example.org,+34 925 60 38 58
3551,Rosendo Niño,Programacion,1,3.0,20.0,Femenino,Baleares,,+34 806957953
7232,Cándido Cortés,Fisica,9,3.7891258113620796,19.0,Masculino,Badajoz,peralnieves@example.org,+34 884230847
8416,Cesar Navarrete,Programacion,9,5.0,25.0,Femenino,,monterogustavo@example.net,+34886396548
4317,Benigna Casal,Programacion,1,8.595574110246442,25.0,Femenino,Burgos,javier98@example.net,
9085,Andrés Tena,Programacion,7,8.47735725491286,20.0,Femenino,Las Palmas,juansoraya@example.com,+34 820 36 48 28
2351,Viviana Leon,Matematicas,3,5.0,25.0,Femenino,Navarra,solsonateobaldo@example.org,+34986 548 233
6901,Guillermo Carbonell,Programacion,1,2.46161146032256,23.0,,Alicante,qbaez@example.com,+34944 52 42 85
3541,Eufemia Mesa,Fisica,6,3.0008178393716,25.0,Femenino,Almería,miguel-angelmorillo@example.com,+34 923855483
5960,Luna Durán,Programacion,7,3.2230169824679145,18.0,Femenino,Granada,,+34879 05 12 73
5980,Cloe Bermúdez,Matematicas,1,5.0,18.0,Femenino,Murcia,juanito20@example.net,+34 979 848 126
6679,Toribio Folch,Fisica,3,3.0,18.0,Femenino,Ourense,romerodavid@example.org,+34876 37 73 97
5620,Telmo Cañete,Fisica,5,1.623922413558628,25.0,Masculino,Ávila,agilabert@example.org,+34 742 67 43 66
6750,Bartolomé Lorenzo,Matematicas,5,6.1158622114819305,21.0,Masculino,Almería,qtorrent@example.net,+34827977977
4792,Artemio Tomas,Matematicas,4,4.157031743702671,23.0,,Pontevedra,gisbertjulie@example.org,+34 741 51 80 69
8863,Valeria Palomar,Matematicas,2,5.0,24.0,Masculino,Vizcaya,gilabertjuan-manuel@example.com,+34 842889805
3153,Rosendo Sánchez,Matematicas,5,3.0961102581516253,24.0,Masculino,Castellón,liliaquero@example.net,+34984 101 053
8355,Chus Hierro,Fisica,5,3.6644652636564228,24.0,Masculino,Toledo,pmartin@example.com,+34 946 26 32 07
7941,María Molins,Fisica,10,3.454246305148482,20.0,Masculino,Las Palmas,ramirezbienvenida@example.org,+34 883768363
9859,María Manuela Orozco,Programacion,5,5.0,23.0,Masculino,Ciudad,xheras@example.com,+34 925 92 31 88
5791,Mariana Álamo,Programacion,6,5.0,23.0,Femenino,Málaga,,+34871 288 685
7810,Celestina Sandoval,Fisica,6,3.1398848882231447,20.0,Femenino,Álava,nilda12@example.com,+34842970494
9618,Estela Ros,Matematicas,3,4.397288070718844,18.0,Masculino,Cádiz,dlaguna@example.org,+34979 70 69 71
4168,Celso Nogués,Programacion,4,0.0495596789761954,19.0,Masculino,Tarragona,luisvilaplana@example.com,+34874 320 635
2953,Macaria Cañete,Programacion,6,2.5803640348151777,22.0,Femenino,Jaén,tenoriowalter@example.org,
2097,Marisa Manso,Fisica,5,3.4092793350612576,20.0,Masculino,Pontevedra,jvives@example.net,+34 841 68 02 16
3054,Sarita Cisneros,Matematicas,1,4.849448835857648,23.0,Masculino,Las Palmas,kbarral@example.net,+34747242934
8760,Marcio Carballo,Fisica,2,7.014217378693007,18.0,Femenino,,telmocarlos@example.net,+34928 002 851
1905,Modesto Pont,Matematicas,6,3.9714388533976015,21.0,Masculino,Córdoba,,+34920 014 440
4497,Rufino Oliva,Fisica,2,5.0,21.0,Femenino,Melilla,izaguirrejeronimo@example.net,+34982 906 520
7819,Lidia Somoza,Programacion,10,2.3635020804997904,20.0,Masculino,Baleares,beltrancarmelita@example.org,+34921 378 139
8644,Pío Vigil,Programacion,5,5.0,21.0,Masculino,Navarra,tchico@example.com,+34887 78 51 60
9023,Imelda Blanco,Fisica,10,3.5376585237513596,20.0,Masculino,Asturias,eutropiogomis@example.net,+34 978 732 223
8046,Zoraida Caro,Matematicas,7,5.0,24.0,Masculino,Cantabria,adelaidaalvarez@example.com,+34846535024
2066,Paca Roman,Programacion,6,7.201346623124769,23.0,Femenino,Las Palmas,pmariscal@example.net,
2584,Máxima Álvaro,Programacion,1,5.411969433685566,21.0,,Cáceres,pombohoracio@example.org,+34800901574
7846,Eva Casals,Fisica,4,6.307225747685771,23.0,Masculino,,jcarpio@example.org,
6509,Delfina Gargallo,Fisica,5,5.0,23.0,Femenino,Teruel,ismael61@example.net,+34 942 310 820
7386,Marcia Robles,Fisica,5,4.716932182558374,19.0,Masculino,Ávila,reyescabrero@example.com,
6186,Bernardo Reyes,Fisica,10,3.0,20.0,Femenino,Córdoba,felipa87@example.net,+34 852064730
1761,Leocadio Alegria,Programacion,3,0.27812241945985094,22.0,Masculino,Cádiz,jose-angelcortes@example.org,+34 800 44 28 58
1473,África Carbó,Fisica,7,5.0,24.0,Femenino,Navarra,hduenas@example.net,+34 841868710
6559,María Cristina Borja,Fisica,5,8.1306706940281,19.0,,Toledo,geraldo05@example.com,+34837793338
8482,Nazario Múñiz,Programacion,9,3.5551753830789634,21.0,Femenino,La Rioja,joel67@example.org,+34811 652 538
3876,Pili Llano,Fisica,7,4.507203045093974,,Femenino,Melilla,gil78@example.com,+34 876564306
5021,Aristides Blanch,Matematicas,4,3.0,18.0,,La Rioja,xlamas@example.com,+34705 008 951
9070,Débora Jerez,Programacion,5,8.426320985442477,19.0,Masculino,Navarra,palmaignacio@example.org,+34878 354 546
3528,Noé Posada,Programacion,5,3.6263065700127113,23.0,Femenino,Asturias,rayamateo@example.org,+34 988 42 47 83
9411,María Dolores Arnal,Matematicas,6,7.880973330620837,21.0,Femenino,Pontevedra,lilloabilio@example.org,+34 976185821
4748,Guillermo Bru,Matematicas,5,8.539738900906036,18.0,Masculino,Ciudad,haydeepiquer@example.org,+34 983 81 30 53
6125,Armando Adán,Fisica,7,1.852906775059276,23.0,Femenino,,eliana76@example.net,+34838 92 68 70
4623,Tecla Briones,Fisica,10,3.0,23.0,Femenino,Palencia,pepe59@example.com,+34946 550 107
5654,Apolinar Bustos,Programacion,7,3.389532280128175,23.0,Femenino,Ciudad,marinocampo@example.com,+34 888 827 480
1725,Mariana Segarra,Fisica,5,4.981325633922994,23.0,Femenino,Guipúzcoa,anitagiralt@example.org,+34949 662 818
2253,Amor Llabrés,Programacion,1,1.3058630014659767,24.0,Femenino,Asturias,albanocaparros@example.com,+34 982 11 42 30
9922,Angelina Alegria,Programacion,8,3.0,23.0,Femenino,Guadalajara,concepcion07@example.com,+34 726 360 862
7552,Eloísa Tolosa,Programacion,4,3.0,25.0,Femenino,,aprado@example.net,+34 745289554
8210,Juan Francisco Belmonte,Programacion,1,0.385177318768018,24.0,Masculino,Zaragoza,calixta66@example.net,
9118,Graciano Peiró,Fisica,3,4.782511775876015,23.0,Masculino,Cáceres,calixto77@example.com,+34981 81 44 76
6651,Haroldo Jódar,Fisica,5,4.022413533469015,19.0,Masculino,Castellón,albacerdan@example.com,+34888 242 239
7177,Daniela Castells,Programacion,5,5.047499326050449,23.0,Femenino,Murcia,yisern@example.org,+34 948 068 232
9423,Rocío Polo,Fisica,6,5.0,23.0,Masculino,Toledo,florina65@example.net,+34 921 91 92 80
3935,Celestina Vilalta,Fisica,5,2.9551665471911885,24.0,Masculino,Valencia,sebastiananselma@example.org,
6895,Liliana Ferrero,Fisica,6,8.698051231177153,18.0,Femenino,Ourense,odalysarias@example.org,+34 846 84 43 44
7043,Cintia Villalonga,Matematicas,6,7.059463921773574,22.0,Femenino,Albacete,quintanillamateo@example.net,+34 920 710 083
2882,Marcial Crespi,Matematicas,4,3.7687559463033744,20.0,Masculino,Vizcaya,bonetheliodoro@example.org,+34925 654 943
8793,Tiburcio Acuña,Matematicas,6,0.7320887503904521,18.0,Masculino,Zaragoza,cmedina@example.org,+34749218981
3822,Joel Perez,Matematicas,5,4.127751918882115,21.0,Masculino,Granada,velascomaura@example.com,+34928 869 388
4635,Antonia Infante,Fisica,2,4.441315603480442,25.0,Femenino,Albacete,alegreolimpia@example.com,+34975175367
3962,Bernardino Saura,Matematicas,6,5.0,21.0,Femenino,Madrid,noguesgala@example.net,+34947 49 77 39
8501,Lucas Nicolás,Programacion,7,3.0,21.0,,Tarragona,manu53@example.net,
4463,Gil Zabala,Programacion,7,6.097271897219894,19.0,Masculino,Ceuta,delorza@example.net,+34 877 55 62 12
1194,Visitación Jordán,Matematicas,5,0.38757932228094527,18.0,Masculino,Guipúzcoa,marcoorozco@example.net,+34 883 194 741
4685,Faustino Hierro,Matematicas,4,6.527299315990884,25.0,Femenino,Huesca,fortunata81@example.com,+34726336386
5429,Nacio Salmerón,Programacion,5,5.680701728916177,23.0,Masculino,Vizcaya,molinslucia@example.org,+34953440697
6713,Samu Matas,Matematicas,5,7.143058601749615,18.0,Masculino,Córdoba,giriarte@example.net,+34 875 654 977
6843,Rubén Ramón,Programacion,10,4.314860163023603,19.0,,Asturias,adadiavictoria@example.org,+34976 617 561
8526,Ainara Orozco,Matematicas,10,5.0,,Masculino,Cádiz,hcrespi@example.org,+34872804734
4226,Encarna Perera,Programacion,5,4.068438394072049,18.0,Femenino,Cuenca,villalbabernardita@example.net,+34 986 74 97 17
7107,Rosario Palacios,Programacion,5,6.480813987035554,,Masculino,Salamanca,crespoanna@example.net,+34 922 33 06 30
8414,Manola Cuevas,Fisica,10,3.0910319449193406,25.0,Femenino,Toledo,antoniasebastian@example.net,+34946 141 422
4161,Jacinto Mulet,Programacion,5,4.414404587676881,20.0,Femenino,Granada,americodalmau@example.org,+34977 529 845
8661,Abraham Leiva,Matematicas,5,3.0,21.0,Femenino,Asturias,hquiros@example.org,+34 887 119 991
9603,Rico Barrera,Programacion,2,4.20082657059943,20.0,Masculino,Soria,titofalco@example.org,+34884983934
4226,Mercedes Hernández,Fisica,9,5.0,25.0,Femenino,Lugo,teofilofortuny@example.net,+34883 357 951
3201,Noa Coronado,Programacion,7,2.632050031636655,19.0,Masculino,Córdoba,vivianaperera@example.net,+34 875 39 68 67
3580,Rico Sotelo,Fisica,6,4.9491677640397675,20.0,Masculino,Guipúzcoa,egeaperla@example.org,+34823 211 339
3835,Benigna Avilés,Matematicas,5,0.9811503010411249,24.0,Femenino,Salamanca,sebastianescalona@example.org,+34 709 16 92 21
4763,Josefina Vives,Matematicas,9,0.7156667349433782,22.0,Masculino,Lleida,malena63@example.org,+34 844177615
3092,Raquel Reig,Matematicas,7,6.734288648692587,24.0,Femenino,Palencia,nazario91@example.com,+34 700 25 14 43
2904,Tadeo Cánovas,Matematicas,3,0.12868720062161565,20.0,Femenino,Huesca,elpidiollabres@example.net,+34873 07 95 78
4548,Ciríaco Badía,Matematicas,2,0.4064273993677292,25.0,,Ourense,agustinbarco@example.org,+34 819 551 447
2341,Jafet Calatayud,Programacion,6,3.13267998527372,19.0,Femenino,Ourense,fonsecaemperatriz@example.net,+34 828 417 787
4299,Cristina Bautista,Fisica,5,5.0,23.0,Masculino,Valladolid,canterooriana@example.net,+34 745568108
7279,Ciríaco Ballesteros,Fisica,3,8.876915005454299,25.0,Femenino,Las Palmas,vaguilar@example.org,+34977 63 48 64
2724,Ignacio Fortuny,Programacion,5,8.15796301014084,20.0,Masculino,Santa Cruz de Tenerife,octavio73@example.org,+34 713188443
9693,Bernarda Cabello,Programacion,3,3.0,20.0,Femenino,Cádiz,,+34 842 986 973
6854,Eric Navas,Matematicas,2,3.452839091350876,23.0,Femenino,Burgos,ffalcon@example.net,+34 946156751
4935,Bernabé Ojeda,Matematicas,3,4.203797241794146,24.0,Masculino,Pontevedra,albino89@example.com,+34842 258 770
2235,Ángeles Marin,Matematicas,6,3.2532693887670883,22.0,Femenino,Alicante,americonoriega@example.com,+34 861395698
6352,Nico Blazquez,Fisica,5,7.100783005764892,18.0,Masculino,León,llopisrebeca@example.net,+34886385954
4348,Ana Sofía Carbonell,Matematicas,5,6.577576029834404,,Femenino,Vizcaya,goyoiniguez@example.com,+34975 75 78 83
7788,Hector Manzano,Fisica,1,3.0119217557768807,22.0,Masculino,Ourense,cazorlateo@example.net,+34 971 30 60 99
7144,Leonardo Perales,Programacion,5,3.2063981704398197,21.0,Masculino,Valladolid,nsancho@example.org,+34 978 571 964
2587,Pancho Pavón,Programacion,4,5.0,25.0,Masculino,Guadalajara,domitilaibarra@example.com,+34 920 04 75 98
4238,Juan Antonio Pulido,Fisica,5,3.0,20.0,Femenino,Cáceres,gripoll@example.com,+34879256266
4399,Leocadia Antón,Matematicas,6,4.480755792436834,21.0,Masculino,Girona,guillermovergara@example.com,+34946 876 615
5694,Jovita Pol,Fisica,4,5.486963809682217,23.0,Masculino,Vizcaya,visitacion77@example.net,+34 972 52 95 05
5691,Mohamed Benavides,Fisica,5,5.0,21.0,Femenino,Jaén,encarnacionpons@example.org,+34 881 52 89 79
5205,Marcelino Gallego,Fisica,7,6.153125229729834,21.0,Femenino,Guadalajara,jpalomares@example.com,+34 941 723 914
8539,Primitivo Bertrán,Matematicas,6,6.964861018386055,19.0,Femenino,Navarra,juliapedrero@example.org,+34880 17 57 79
3337,Andrés Pina,Fisica,5,8.575608079877478,19.0,Masculino,Guipúzcoa,sjauregui@example.net,+34803665113
1924,Patricio Carreras,Programacion,6,8.067731229999676,,Femenino,,carorosenda@example.com,+34927 73 58 97
4784,Encarnación Solís,Matematicas,6,3.77506158916278,24.0,Femenino,León,perellorafaela@example.org,+34947740428
2302,Esteban Crespi,Matematicas,8,3.0,20.0,Femenino,Badajoz,paparicio@example.net,+34 927 462 737
5702,Fidela Lorenzo,Fisica,5,4.999047151586927,,Masculino,Ciudad,romeuremigio@example.org,+34848091311
6585,Juan Blanco,Matematicas,10,4.76235353664438,24.0,Femenino,,ulises67@example.com,+34 883 853 758
4575,Visitación Alcalde,Matematicas,6,4.0951576675330115,18.0,Masculino,León,rosa-mariavillalonga@example.com,+34959910010
9906,Felix Cañellas,Fisica,5,4.023170960302265,22.0,Masculino,Segovia,ileana92@example.com,+34 879489032
9775,Cruz Solís,Matematicas,6,4.5363296813676985,23.0,Femenino,Toledo,angelina81@example.org,+34976 972 324
2005,Malena Díaz,Programacion,3,5.0,22.0,Masculino,Toledo,patricio59@example.com,+34975 62 74 86
6968,Zaida Paz,Matematicas,5,5.0,21.0,Femenino,La Coruña,ruymerino@example.net,+34803 875 919
9214,Noemí Arranz,Programacion,4,3.0,23.0,Masculino,Valencia,fabianpablo@example.net,+34 958 57 89 93
3743,Evelia Ballesteros,Matematicas,4,5.640643193234974,25.0,Femenino,Ciudad,zmarquez@example.net,+34 977 738 558
9335,Rosario Morales,Fisica,5,3.163644424403003,18.0,,Soria,mercedes89@example.org,+34 843 72 10 89
7692,Leopoldo Solsona,Matematicas,9,8.787469957977557,20.0,Femenino,Zamora,lcuervo@example.com,+34817 223 931
1379,Alejo Julián,Fisica,5,5.0,21.0,Femenino,Castellón,tgaliano@example.com,
1217,Abilio Alfonso,Fisica,10,3.6354292070284955,24.0,Masculino,Huesca,castilloetelvina@example.net,+34 826 32 35 34
3984,Fortunata Trillo,Fisica,8,5.0,19.0,Femenino,Cuenca,hernanjordan@example.com,+34982 698 779
7174,Ale Asenjo,Matematicas,7,5.0,20.0,,Ciudad,genovevaperalta@example.org,+34825915229
7948,Severino Piñol,Fisica,2,1.11206684336966,19.0,Masculino,Lugo,cesaralmansa@example.net,+34739 56 93 04
1810,Odalis Pareja,Matematicas,3,3.0,19.0,Masculino,La Rioja,mateopoza@example.org,+34971430490
8121,Cristina Sarmiento,Programacion,2,5.0,18.0,Femenino,Jaén,bernardacabezas@example.org,+34828068845
2099,Cintia Salvador,Matematicas,2,3.043877737131988,24.0,Femenino,Alicante,dcarvajal@example.com,+34983 890 064
9435,Vasco Lara,Programacion,5,5.0,20.0,Masculino,Guipúzcoa,zibarra@example.org,+34973 75 85 63
6746,Marcela Ramos,Fisica,2,1.7580900969055016,18.0,Femenino,Murcia,franciscomarisol@example.net,+34900 12 96 14
6784,Macaria Benitez,Matematicas,6,2.3064144634811914,23.0,Masculino,Madrid,adelia27@example.net,+34 835 432 015
2292,Patricio Bárcena,Fisica,5,1.311121877849596,19.0,Masculino,Ciudad,taniavalenzuela@example.net,+34926451545
9851,Salomé Montenegro,Matematicas,6,5.0,24.0,,Málaga,mvaquero@example.com,+34 700 97 04 71
8011,Goyo Carpio,Fisica,7,5.0,23.0,Femenino,Asturias,,+34888 605 546
1694,Dulce Arroyo,Matematicas,6,3.3891296627742125,21.0,Femenino,La Rioja,segurabelen@example.org,+34 872417141
9887,Aureliano Almagro,Fisica,6,3.0,21.0,Femenino,Salamanca,rtalavera@example.net,+34 878281936
8803,Tito Raya,Programacion,10,3.4161319064066062,24.0,Femenino,,hbenavent@example.org,+34952 75 12 53
3051,Chuy Cabrero,Matematicas,5,8.805090161707783,20.0,Masculino,Valladolid,anselma23@example.com,+34872 40 13 81
6624,Amando Peñalver,Fisica,5,0.1322015038082177,24.0,Femenino,Jaén,placidoanglada@example.net,+34807 51 14 06
5561,Asunción Barrena,Programacion,3,3.0,22.0,Masculino,Toledo,armida40@example.org,
2476,Isaac Rivas,Fisica,6,5.5589968232998785,23.0,Masculino,Málaga,fiolambar@example.com,+34 954 40 09 97
2177,Ascensión Vazquez,Fisica,7,3.0,22.0,Femenino,Ourense,pjara@example.com,+34806749975
6277,Miriam Martín,Matematicas,4,3.8069833025393924,22.0,Masculino,Baleares,luisheliodoro@example.net,+34966965235
5515,Patricio Yáñez,Programacion,6,2.7814374516873444,18.0,Masculino,Cantabria,bertrannayara@example.org,+34825 37 63 51
9924,Carolina Ríos,Programacion,6,3.0,21.0,Femenino,Álava,gabrielnoriega@example.org,+34 847 502 481
5540,Rómulo Ribera,Programacion,3,5.236473219617176,20.0,Femenino,Burgos,,+34 964 30 64 67
6276,Modesto Elorza,Matematicas,2,3.0,22.0,Femenino,Ceuta,menateofila@example.org,+34 977387150
2945,Isa Neira,Fisica,6,5.660506188128707,20.0,Masculino,Huelva,huguetfulgencio@example.com,+34825 456 563
5231,Ernesto Gálvez,Programacion,5,4.321731008368804,25.0,Femenino,Palencia,wvillalba@example.org,+34 885 560 159
1348,Ana Belén Ayuso,Programacion,2,4.60638847193238,19.0,Femenino,Salamanca,pguzman@example.net,+34 844 55 87 92
3197,Viviana Serna,Matematicas,3,5.0,20.0,Femenino,León,bcastrillo@example.org,+34729550290
6842,Juan Francisco Tirado,Matematicas,5,3.7393258972464274,22.0,Masculino,Ceuta,fernandezgabino@example.net,+34 874857914
3164,Roldán Garriga,Programacion,8,3.4417765908546887,24.0,Femenino,Lleida,candidacastaneda@example.com,+34 901 73 08 04
1904,Paca Machado,Programacion,5,3.0,24.0,Masculino,Ciudad,ccabello@example.org,+34 800 29 81 46
2675,Herminia Domingo,Matematicas,4,2.2738952215407555,19.0,Femenino,Jaén,german05@example.net,+34820185750
4997,Nuria Gil,Matematicas,4,3.0,25.0,Femenino,Cuenca,sanabriavirgilio@example.org,+34888 853 037
9606,Fito Fuente,Fisica,7,3.80636887425008,23.0,Masculino,Santa Cruz de Tenerife,elianaamores@example.org,
6325,Dani Fonseca,Programacion,7,3.6008732703759603,25.0,Masculino,Guipúzcoa,hernandezadriana@example.net,+34 880855535
2228,Gil Cabezas,Fisica,6,6.055122977340849,23.0,Femenino,Ourense,conradoelias@example.com,+34 986 963 194
7824,Tiburcio Reig,Programacion,6,5.0,25.0,Masculino,Burgos,soraya72@example.org,+34833 141 067
2776,Duilio Lastra,Fisica,5,0.06957743773897185,22.0,,Soria,ruben47@example.com,+34807 31 68 05
8546,Baldomero Cabeza,Matematicas,2,4.854351357997125,20.0,Femenino,Tarragona,zlucas@example.org,+34 885 15 88 96
3631,Balduino Arnau,Matematicas,3,6.984527380359931,18.0,Femenino,Ciudad,fonsecatecla@example.com,+34 974 31 08 83
9127,Emelina Clavero,Matematicas,10,5.0,21.0,Masculino,Cantabria,serrarosalva@example.org,+34 876 60 99 73
8983,Hortensia Sabater,Fisica,10,1.217999480594648,21.0,Masculino,Álava,eripoll@example.org,+34823020317
2059,Candelaria Peñas,Programacion,5,3.8282636409152673,24.0,Masculino,Ceuta,david32@example.com,+34887677819
9325,Lupe Amores,Fisica,6,1.6319422756891928,19.0,Femenino,Segovia,mayoralleticia@example.net,+34976 34 90 13
6804,Alcides Raya,Programacion,2,3.9617162036699183,18.0,Femenino,Navarra,staboada@example.net,+34948825124
4625,Serafina Lucena,Fisica,6,0.3854705852174418,23.0,Masculino,Ourense,luisramirez@example.com,+34 945115809
8682,Renata Montenegro,Matematicas,7,4.087766477170904,25.0,Femenino,Ciudad,mataursula@example.net,+34806556473
5204,Valentín Sanmartín,Programacion,4,5.0,18.0,Femenino,,godofredo12@example.net,+34977 528 974
1368,Amalia Castelló,Fisica,5,3.4755801101428987,18.0,Masculino,Ceuta,ofelia82@example.net,+34 972 16 67 93
6488,Pablo Tamayo,Programacion,6,5.8696294712733055,22.0,Femenino,Albacete,wcastells@example.com,+34 925 785 808
9377,Paola Cáceres,Fisica,7,4.107029175257242,24.0,Masculino,Barcelona,blancaalfonso@example.com,+34 873313812
3022,Lourdes Busquets,Fisica,5,3.79453945942559,,Masculino,Asturias,tgrau@example.net,+34741 52 36 80
8596,Rosario Campillo,Matematicas,7,3.0,25.0,Femenino,Asturias,,+34844 64 70 52
3141,Andrés Urrutia,Fisica,2,3.0,20.0,Femenino,Asturias,aranaroberto@example.net,+34945567492
2708,Alexandra Ribera,Programacion,7,8.798862985996603,22.0,Femenino,Madrid,qtejedor@example.com,+34943930745
4574,Buenaventura Galiano,Fisica,7,1.079789376173537,21.0,Femenino,Zamora,alberdialcides@example.com,+34 949 64 75 49
9274,Roque Falcón,Fisica,6,3.0,23.0,,Álava,,+34942384110
6698,Clara Aguado,Fisica,7,2.4721660216870465,24.0,Femenino,Cantabria,armandofranch@example.com,+34 834737442
4473,Abel Barba,Fisica,6,3.248123167426689,24.0,Femenino,Jaén,monicaramirez@example.com,+34823796178
4331,Enrique Toledo,Programacion,6,5.824877689958532,22.0,Femenino,,jmuniz@example.org,+34 900 197 822
2368,Ligia Carmona,Matematicas,5,7.585326847007341,25.0,Femenino,La Rioja,eutropiograu@example.com,+34879 57 05 85
8409,Melania Almagro,Matematicas,9,0.057584787118762915,19.0,Femenino,Álava,,+34849775497
4134,Eleuterio Gálvez,Fisica,6,5.285665830269701,22.0,,Álava,qnogueira@example.org,+34709249946
6556,Cecilio Casas,Matematicas,6,5.936741248629761,18.0,Masculino,Palencia,joveedelmira@example.net,+34 873031262
4054,Felisa Morcillo,Matematicas,7,3.0908236581510256,21.0,Masculino,Alicante,marcosolivia@example.org,+34 941610429
1211,Antonio Bauzà,Matematicas,5,4.0807024597562975,22.0,Femenino,Ciudad,bertranjose-manuel@example.com,+34 846 656 146
